State,Year,Secondary Teachers [State],Total R&D Expenditures (In $ Thousands) ,Pupil/Teacher Ratio [State],Full-Time Equivalent (FTE) Teachers [State],Grade 9 Students Enrollment [State],Grade 10 Students Enrollment [State],Grade 11 Students Enrollment [State],Grade 12 Students Enrollment [State],Grade 9 Dropouts [State],Grade 10 Dropouts [State],Grade 11 Dropouts [State],Grade 12 Dropouts [State],Grades 9-12 Dropouts [State],No of SAT Test Takers,Critical Reading - Mean,Critical Reading - SD,Mathematics - Mean,Mathematics - SD,Writing - Mean,Writing - SD,No high school diploma (Numbers in Thousands),High school or equivalent (Numbers in Thousands),"Some college, less than 4-yr degree (Numbers in Thousands)",Bachelor's degree or higher (Numbers in Thousands)
WEST VIRGINIA,2012-13,10668.35,,14.08,20101.15,22741,20397,18832,18703,875,908,896,765,3444,2774,514,101,501,104,498,98,101,333,162,176
WEST VIRGINIA,2011-12,10764.94,,13.97,20247.47,22569,20479,19259,18498,930,927,959,864,3680,2872,516,102,502,106,497,101,93,359,193,149
WEST VIRGINIA,2010-11,10829.93,,13.91,20338.46,22785,21037,19155,18430,838,865,896,736,3335,2993,514,102,501,104,497,98,100,342,181,159
WEST VIRGINIA,2009-10,10824.72,174486,13.93,20298.84,23702,20696,19263,18688,789,837,873,749,3248,2873,515,101,507,103,500,96,124,302,182,158
WEST VIRGINIA,2008-09,10757,,14,20209,23730,20966,19642,18914,826,923,846,782,3377,3373,511,101,501,104,499,99,126,320,152,156
WEST VIRGINIA,2007-08,10813,167208,13.9,20306,23954,21170,20241,18625,868,926,967,809,3570,3427,512,99,501,101,498,95,133,331,164,111
WEST VIRGINIA,2006-07,7788,150420,14.4,19633,24331,21654,19873,18508,742,885,791,637,3055,3455,516,98,507,102,505,95,134,327,175,112
WEST VIRGINIA,2005-06,6737,145150,14.1,19940,24694,21400,19561,18022,760,814,821,697,3092,3508,519,100,510,105,515,98,148,316,167,124
WEST VIRGINIA,2004-05,6702,130057,14,19958,24199,21071,18985,18319,831,1044,903,792,3570,,,,,,,,142,304,164,109
WEST VIRGINIA,2003-04,6729,120514,14,20020,23723,20659,19439,18554,,,,,,,,,,,,,148,300,162,111
WEST VIRGINIA,2002-03,6801,96870,14,20119,23051,21181,19633,18416,,,,,,,,,,,,,168,294,154,112
WEST VIRGINIA,2001-02,6759,79076,14,20139,23328,21392,19801,18336,,,,,,,,,,,,,,,,
WEST VIRGINIA,2000-01,6905,73420,13.7,20930,23723,21849,19684,19716,,,,,,,,,,,,,,,,
WEST VIRGINIA,1999-00,7016,64340,13.8,21082,23876,22049,21142,20982,,,,,,,,,,,,,,,,
WEST VIRGINIA,1998-99,7072,63446,14.2,20989,24061,23446,22562,21344,,,,,,,,,,,,,,,,
WEST VIRGINIA,1997-98,7065,63898,14.4,20947,25119,24521,22607,21765,,,,,,,,,,,,,,,,
WEST VIRGINIA,1996-97,7087,55287,,20888,25994,24561,22787,21215,,,,,,,,,,,,,,,,
WEST VIRGINIA,1995-96,6788,53510,,21073,26261,24769,22052,21844,,,,,,,,,,,,,,,,
WEST VIRGINIA,1994-95,7244,,,21024,26766,24415,23031,22058,,,,,,,,,,,,,,,,
WEST VIRGINIA,1993-94,7394,,,21029,26196,25214,23347,21507,,,,,,,,,,,,,,,,
WEST VIRGINIA,1992-93,7495,,,20961,26714,25196,22487,21844,,,,,,,,,,,,,,,,
WEST VIRGINIA,1991-92,7448,,,20997,26694,24204,22948,21611,,,,,,,,,,,,,,,,
WEST VIRGINIA,1990-91,7760,48174,,21476,25500,24630,22914,22045,,,,,,,,,,,,,,,,
WEST VIRGINIA,1989-90,7741,,,21653,25953,24402,23212,22831,,,,,,,,,,,,,,,,
WEST VIRGINIA,1988-89,8104,,,22177,26038,25045,24015,23488,,,,,,,,,,,,,,,,
WEST VIRGINIA,1987-88,7985,,,22702,27171,26230,25193,23296,,,,,,,,,,,,,,,,
WEST VIRGINIA,1986-87,8460,,,22931,28278,27311,24499,22845,,,,,,,,,,,,,,,,
WISCONSIN,2013-14,28496.2,,15.08,57980.2,67985,64958,65450,66346,971,611,1222,3260,6064,2522,596,112,608,106,578,109,159,704,817,666
WISCONSIN,2012-13,28543.23,,15.16,57550.78,67699,64507,66346,67130,944,610,1414,3444,6412,2632,591,111,604,106,576,109,152,751,730,693
WISCONSIN,2011-12,28208.83,,15.49,56244.93,67542,65510,66851,68392,997,678,1444,3540,6659,2782,594,108,605,106,577,106,187,717,738,674
WISCONSIN,2010-11,28949,,15.14,57625.42,68383,66490,69076,69858,1004,802,1311,3323,6440,3059,590,108,602,105,575,105,181,751,730,694
WISCONSIN,2009-10,29961.74,1203919,14.93,58425.7,69323,68291,70144,71242,1061,912,1156,3142,6271,3002,595,109,604,106,579,103,217,720,702,657
WISCONSIN,2008-09,30660,,14.7,59401,71676,69408,71339,71799,1168,768,1150,3761,6847,3192,594,103,608,102,582,101,234,759,676,632
WISCONSIN,2007-08,30763,1066688,14.8,58914,73746,70788,72507,72380,Ê,Ê,Ê,Ê,Ê,3522,587,108,604,103,577,101,213,710,693,630
WISCONSIN,2006-07,31003,1039530,14.8,59089,75282,72425,73694,70699,1379,922,1121,2264,5686,3816,587,109,598,105,575,105,198,824,677,576
WISCONSIN,2005-06,19391,998449,14.6,60127,76674,73409,71428,69665,1218,970,1085,2260,5533,4012,588,106,600,103,577,103,242,867,665,531
WISCONSIN,2004-05,19424,955802,14.3,60521,76173,71196,69928,69510,1280,1058,1182,2482,6002,,,,,,,,232,833,643,536
WISCONSIN,2003-04,18770,881214,15.1,58216,77798,72043,70989,69389,,,,,,,,,,,,,258,755,618,550
WISCONSIN,2002-03,18602,805813,14.6,60385,77508,73022,70284,68714,,,,,,,,,,,,,273,765,629,540
WISCONSIN,2001-02,18420,728618,13.9,63310,77802,73512,70297,65946,,,,,,,,,,,,,,,,
WISCONSIN,2000-01,18207,661470,14.6,60165,78140,73796,67605,65195,,,,,,,,,,,,,,,,
WISCONSIN,1999-00,18079,596822,14.4,60778,78961,70934,67343,64076,,,,,,,,,,,,,,,,
WISCONSIN,1998-99,17971,535507,14.4,61176,76660,71273,67146,63760,,,,,,,,,,,,,,,,
WISCONSIN,1997-98,17731,505564,15.8,55732,75862,71522,67500,63188,,,,,,,,,,,,,,,,
WISCONSIN,1996-97,17257,494542,,54769,75097,71308,66990,60542,,,,,,,,,,,,,,,,
WISCONSIN,1995-96,17015,481967,,55033,74700,70262,64458,57791,,,,,,,,,,,,,,,,
WISCONSIN,1994-95,16819,,,54054,73063,67229,61667,57407,,,,,,,,,,,,,,,,
WISCONSIN,1993-94,17237,,,52822,69407,64586,60603,53688,,,,,,,,,,,,,,,,
WISCONSIN,1992-93,18801,,,53387,65491,63079,55839,55543,,,,,,,,,,,,,,,,
WISCONSIN,1991-92,18550,,,52028,63354,57870,56774,53734,,,,,,,,,,,,,,,,
WISCONSIN,1990-91,17890,370424,,49302,59058,59394,55963,54562,,,,,,,,,,,,,,,,
WISCONSIN,1989-90,17870,,,49329,59880,57923,56569,56022,,,,,,,,,,,,,,,,
WISCONSIN,1988-89,17638,,,48541,59077,58555,57850,60725,,,,,,,,,,,,,,,,
WISCONSIN,1987-88,16854,,,47721,59832,60960,63059,63351,,,,,,,,,,,,,,,,
WISCONSIN,1986-87,17277,,,47039,61791,65680,65524,61122,,,,,,,,,,,,,,,,
WYOMING,2013-14,3476.92,,12.27,7555.19,7093,6877,6303,6176,215,516,389,460,1580,172,590,106,599,94,573,103,19,88,89,50
WYOMING,2012-13,3397.25,,12.45,7349.54,7122,6738,6337,6046,44,105,61,77,287,223,581,102,588,100,558,92,19,83,94,48
WYOMING,2011-12,3385.49,,11.48,7846.91,6955,6661,6248,6178,126,434,384,422,1366,276,567,104,579,98,549,105,21,82,81,49
WYOMING,2010-11,3360.49,,12.49,7127.45,6842,6724,6424,6233,126,421,393,438,1378,276,572,111,569,103,551,103,21,76,81,50
WYOMING,2009-10,3431.29,77633,12.3,7165.53,6792,7031,6347,6160,238,424,458,427,1546,256,570,103,567,94,546,96,18,75,79,52
WYOMING,2008-09,3354,,12.5,7000,7027,7029,6359,6111,196,320,369,419,1304,274,567,109,568,103,550,101,20,69,86,46
WYOMING,2007-08,3364,79700,12.5,6915,7174,7274,6485,6246,170,269,386,437,1262,311,562,109,574,101,541,97,20,69,82,46
WYOMING,2006-07,3437,89414,12.6,6737,7184,7427,6420,6167,132,274,429,439,1274,432,565,99,571,93,544,96,19,76,79,38
WYOMING,2005-06,3393,83449,12.6,6706,7509,7150,6476,6079,185,459,538,500,1682,570,548,97,555,95,537,97,21,73,77,43
WYOMING,2004-05,3402,60054,12.7,6657,7355,7202,6568,6323,234,498,592,576,1900,,,,,,,,23,73,65,45
WYOMING,2003-04,3401,60054,13.3,6567,7346,7170,6687,6500,,,,,,,,,,,,,17,68,72,42
WYOMING,2002-03,3463,41632,13,6799,7411,7226,6922,6631,,,,,,,,,,,,,19,74,69,41
WYOMING,2001-02,3434,41632,13.2,6663,7443,7540,7197,6855,,,,,,,,,,,,,,,,
WYOMING,2000-01,3490,43094,13.3,6783,7762,7724,7416,6881,,,,,,,,,,,,,,,,
WYOMING,1999-00,3532,47197,13.3,6940,8059,7958,7370,7049,,,,,,,,,,,,,,,,
WYOMING,1998-99,3474,48500,14.2,6713,8401,8170,7664,7057,,,,,,,,,,,,,,,,
WYOMING,1997-98,3427,47753,14.5,6677,8332,8466,7513,7077,,,,,,,,,,,,,,,,
WYOMING,1996-97,3416,40553,,6729,8612,8366,7615,7129,,,,,,,,,,,,,,,,
WYOMING,1995-96,3391,40470,,6734,8293,8430,7526,6679,,,,,,,,,,,,,,,,
WYOMING,1994-95,3423,,,6754,8304,8110,7128,6642,,,,,,,,,,,,,,,,
WYOMING,1993-94,3322,,,6537,8215,7659,7075,6548,,,,,,,,,,,,,,,,
WYOMING,1992-93,2937,,,5821,7569,7487,6846,6613,,,,,,,,,,,,,,,,
WYOMING,1991-92,3134,,,6564,7531,7307,6833,6425,,,,,,,,,,,,,,,,
WYOMING,1990-91,3460,22831,,6784,7118,7123,6689,6245,,,,,,,,,,,,,,,,
WYOMING,1989-90,3421,,,6697,7106,6976,6564,6281,,,,,,,,,,,,,,,,
WYOMING,1988-89,3437,,,6693,6941,6900,6691,6753,,,,,,,,,,,,,,,,
WYOMING,1987-88,3491,,,6798,7009,7057,7162,6741,,,,,,,,,,,,,,,,
WYOMING,1986-87,2124,,,7201,7411,7602,7155,6429,,,,,,,,,,,,,,,,
